Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betting Predicted Game Winner,,A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vlr.gg Elo Predicted Game Winner,,A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Game Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Elo,,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Elo,,1512.5,1487.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expected Score,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. Team Secret vs TALON | MAP 1 | Breeze,"2,21,16",,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,,,,,,,,,,,,,
"Sunday, February 18th 2:30 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,0%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,25%,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,56%,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,B,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team Secret vs TALON | MAP 1 | Ascent,,,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,,,,,,,,,,,,,,,,,,
"Sunday, February 18th 2:30 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,0%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,25%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,0%,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,B,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betting Predicted Game Winner,,A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vlr.gg Elo Predicted Game Winner,,A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Game Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Elo,,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Elo,,1487.5,1512.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expected Score,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. DRX vs DetonatioN FocusMe | MAP 1 | Lotus,"2,21,21",,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,,,,,,,,,,,,,,,,,,
"Sunday, February 18th 4:30 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,100%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,67%,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,58%,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,A,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRX vs DetonatioN FocusMe | MAP 2 | Breeze,,,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,,,,,,,,,,,,,,
"Sunday, February 18th 4:30 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,100%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,56%,33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,67%,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,A,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betting Predicted Game Winner,,A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vlr.gg Elo Predicted Game Winner,,A,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Game Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Elo,,1500,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Elo,,1512.5,1487.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expected Score,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Gen.G vs Paper Rex | MAP 1 | Breeze,"3,23,23,20",,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,,,,,,,,,,,
"Monday, February 19th 12:00 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,100%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,64%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,50%,36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,A,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gen.G vs Paper Rex | MAP 2 | Lotus,,,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,,,,,,,,,,,
"Monday, February 19th 12:00 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,50%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,0%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,42%,55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,45%,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,B,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B avg # of ultimate points until ability (restrictive),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A total equipment value ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B total equipment value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Predicted Round Winner based on Economy (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Round Winner (A or B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gen.G vs Paper Rex | MAP 3 | Sunset,,,,,,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,,,,,,,,,,,,,
"Monday, February 19th 12:00 AM CST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patch 8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champions Tour 2024: Pacific Kickoff | Group Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Team A,Team B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Half Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Full Buys,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ecos,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Point Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team A Acquired,,,0,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Ultimate Orb Team B Acquired,,,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Team map win%,,,100%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Attack side win%,,,56%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starting Given Map Defense side win%,,,67%,50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Team map win%,,,50%,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Attack side win%,,,33%,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ending Given Map Defense side win%,,,65%,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A or B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Actual Map Winner,,B,Y/N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model Predicted Winner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team A # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team B # of available ultimate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
